,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
513,Bareilly Ki Barfi,Ashwini Iyer Tiwari,"Ayushmann Khurrana, Rajkummar Rao, Kriti Sanon",467106.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt6967980,hi,"Bitti Mishra is a bohemian Bareilly girl who falls deeply in love with Pritam Vidrohi, an author because she admires his progressive way of thinking. Finding him though proves to be as hard as looking for a needle in the haystack. So Bitti seeks the help of the local printing press-owner, Chirag Dubey on her journey of love.",8.222,/gviYC7rpJ4HWbbEFs0ZW5u965Tq.jpg,2017-08-17,123,Bareilly Ki Barfi,6.7,146
514,A Gentleman,Raj and D.K.,"Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumar, Suniel Shetty",469872.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt5613834,hi,"Gaurav dreams of settling down with Kavya, the woman of his dreams, but she prefers a man who's more adventurous and willing to take risks. He soon stands to lose everything when a case of mistaken identity rocks his once-happy life.",5.001,/r7mxbYNdkoa4Mm0d6RVG9JjGaNg.jpg,2017-08-25,132,A Gentleman,6.1,68
515,Qaidi Band,Habib Faisal,"Aadar Jain, Anya Singh, Sachin, Prince Parvinder Singh",472470.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt5617172,hi,"A riveting tale of undertrials who are brought together to form a band in jail for a social event. As their popularity grows through social media, they use their music to protest against jail authorities & the Indian judicial system. Eventually, when all hope fades, music becomes their only hope but will it set them free?",0.667,/tZvYmrQ6d11Rs4GGE2Vrv9nAPa6.jpg,2017-08-25,119,Qaidi Band,6.0,2
516,Sniff,Amole Gupte,"Khushmeet Gill, Monica Sehgal, Vijay Patkar",472471.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt7291466,hi,"An eight-year-old Sunny Gill has always had a blocked nose, and therefore, no sense of smell. A freak accident gives Sunny the most refined sense of smell ever. The entire dog squad of the country's police force cannot sniff what he can. But is that enough for Sunny and his young pals Google and Twitter to combat a menacing & ruthless gang of car thieves? What starts out with tracing a single missing car in the housing society, ends up busting the heftiest car racket in the country. No villain could ever be as unlikely. But then, neither could the gang of detectives!",0.6,/tkikWPQazzv7KANP3OLmOF2hdc0.jpg,2017-08-25,89,Sniff!!!,8.3,3
517,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jammwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone Guest appearance in song, Sharad Kelkar, Ravi Kale",441894.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt4906960,hi,"Emergency has been declared in India. Maharani Gitanjali from one of Rajasthan's princely states has already lost her privy purse. Now, she fears that she will lose the last treasure chest of gold which has been forcibly taken away from her. So she asks her trusted lieutenant, Bhawani to step in and plan a heist.",4.23,/cSeNkoe7ZC84jTa6HKdLEzUsSYW.jpg,2017-09-01,136,Baadshaho,5.8,25
518,Poster Boys,Shreyas Talpade,"Sunny Deol, Shreyas Talpade, Bobby Deol, Sonali Kulkarni, Randheer Rai, Dilip Prabhavalkar, Elli AvrRam Special Appearance In A Song, Samiksha Bhatnagar, Bharati Achrekar",471894.0,"[{'id': 35, 'name': 'Comedy'}]",tt6352548,hi,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,1.4,/9W6b9i49sww8RSR7DlJpaiqSEV9.jpg,2017-09-08,128,Poster Boys,5.7,15
519,Daddy,Ashim Ahluwalia,"Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Anand Ingale, Rajesh Shringarpure, Purnanand Wandekar, Anupriya Goenka, Shruti Bapna, Usha Naik, Shrikant Yadav, Deepak Damle, Raj Arjun, Vijay Sanap, Abhimanyu Arun",461816.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt6926486,hi,"This is the gritty and sensational true story of Arun Gulab Gawli, a mill worker’s son who grew up in Mumbai’s impoverished Dagdi Chawl, to become an infamous don, politician and chief rival of the most powerful crime boss of the day, Dawood Ibrahim. Daddy realistically charts Mumbai’s true crime history from the 1970s and 1980s until 2012, when Gawli was finally sentenced to life imprisonment.",1.182,/hnpO5xuVOFhEgZ30B6xomYt4tiF.jpg,2017-09-08,134,Daddy,5.9,8
520,Simran,Hansal Mehta,"Kangana Ranaut, Sohum Shah, Hiten Kumar, Kishori Shahane, Rupinder Nagra",444011.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt6405126,hi,"A Gujarati housekeeper working in the United States, allows her ambitions to overpower her which leads her to get involved in the world of crime.",3.513,/wc28w6EW198EB5NHKmmfDpiOkqf.jpg,2017-09-15,125,Simran,4.9,22
521,Lucknow Central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Deepak Dobriyal, Gippy Grewal, Ronit Roy, Inaamulhaq, Rajesh Sharma",471919.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt5697870,hi,"After being accused of murder and awaiting his death penalty, Kishen Mohan Girhotra is compelled by NGO worker Gayatri Kashyap to form a musical band of prisoners to compete at band competition held at the dreaded jail of ‘Lucknow Central’. Kishen befriends and convinces a talented bunch of criminals to form a band that provides them with a purpose and a new lease of life.",1.769,/gnGl9Djk4JCzJwFF5BhiL7nXL9Z.jpg,2017-09-15,147,Lucknow Central,6.4,28
522,Patel Ki Punjabi Shaadi,Sanjay Chhel,"Rishi Kapoor, Paresh Rawal, Vir Das, Prem Chopra, Payal Ghosh, Jinal Belani, Divya Seth, Bharati Achrekar, Tiku Talsania",471364.0,"[{'id': 35, 'name': 'Comedy'}]",tt3209826,hi,Comedy movie is about a Punjabi and Gujarati family. and their cultural clash. Gujarati is played by Paresh Rawal and Punjabi Played by Rishi Kapoor.,1.4,/nNj2PPUeN0nHXSveCDwBPZX29xX.jpg,2017-09-15,120,Patel Ki Punjabi Shaadi,6.7,3
523,Newton,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghuvir Yadav",439128.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt6484982,hi,A government clerk on election duty in a conflict-ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,6.558,/ubzHA1aXUsWvQJHjvqBCHxzTBi5.jpg,2017-04-24,106,Newton,7.1,120
524,Bhoomi,Omung Kumar,"Sanjay Dutt, Aditi Rao Hydari, Sidhant Gupta",456567.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt6265988,hi,"A shoe-smith Arun Sachdeva (Sanjay) is shattered when he discovers that his daughter, Bhoomi (Aditi) has been raped by Dhauli (Sharad) and his gang of three. The father and daughter grieve for a bit before planning revenge.",4.161,/zVh5RNjIcM3Wggp0Be3fGdLxz75.jpg,2017-09-22,135,Bhoomi,6.0,24
525,The Final Exit,Dhwanil Mehta,"Kunaal Roy Kapur, Archana Shastry, Elena Kazan, Reyhna Malhotra, Scarlett Wilson",477045.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt7340684,hi,"Fashion photographer, Vidyut Sehgal has several distractions in his life, namely drugs, alcohol and women. He is also deeply troubled by his dreams in which he sees a mysterious woman posing around a strange shrine. Soon, the woman enters his bedroom and an entity seems to be sending him videos that seem to call him out to the place he has been seeing. His friend suggests he see a doctor, who advises him to abstain from substances. But when none of it helps, he decides to follow a marker sent to him on his phone and reach the mysterious place of his dreams.",0.6,/eF6TMvPnHSQU50luxvtF45F7aXQ.jpg,2017-09-22,120,The Final Exit,0.0,0
526,JD,Shailendra Pandey,"Govind Namdev, Aman Verma, Vedita Pratap Singh, Lalit Bisht, Arvind Gaur",573073.0,"[{'id': 18, 'name': 'Drama'}]",tt5463608,hi,Based on the life and hardships faced by a journalist JD. He faced rape charges from his fellow journalist. Film also shows how politician use media for their own benefit.,0.6,/nLTGXomDgjNlpC89ycFk7sbe6XS.jpg,2017-09-22,127,J.D.,1.0,1
527,Haseena Parkar,Apoorva Lakhia,"Shraddha Kapoor, Sharman Joshi, Siddhanth Kapoor, Rajesh Tailang, Satendra Bagasi, Ankur Bhatia",461707.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt6512784,hi,"Haseena is very close to her brother Dawood, who turns to a life of crime and rises to power in the Mumbai underworld. After the bomb blasts of 1993, Dawood escapes to Dubai and she falls in trouble.",3.566,/wZRo2gg0jiUTvhY7upFmhBwthIz.jpg,2017-09-22,124,Haseena Parkar,5.3,9
528,Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Vikas Verma, Taapsee Pannu, Anupam Kher, Sachin Khedekar, Upasana Singh, Rajpal Yadav, Pavan Malhotra, Ali Asgar, Vivan Bhatena, Johnny Lever, Rajat Rawail, Salman Khan (cameo)",456565.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt5456546,hi,"Separated at birth and peculiarly connected via their reflexes, twins Prem and Raja are reunited with each other as they set out to take down the underground smuggling world.",5.576,/3BlL1cbOTkzHSXTy3Lw95OfiCKX.jpg,2017-09-29,150,Judwaa 2,5.7,92
529,ISIS: Enemies of Humanity,Yuvraj Kumar,"Yuvraj Kumar, Harish Bhimani, Rasheed Naz, Rahul Dev",478443.0,[],tt6755888,hi,"ISIS Enemies Of Humanity is a film based on terrorism.The Film shows in detail functioning of ISIS which is a terrorist group playing havoc all across the globe.It exposes the commander of ISIS camp who indoctrinate the youth for violent acts of terror in the form of Armed Jihad, Sleeper cells, Suicide bombers and Lone wolf attackers.The film counters this violent ideology and provides a practical peaceful solution.",0.6,/5WktNrmylruRIi6v6mgu4lSFbT4.jpg,2017-11-03,135,ISIS: Enemies of Humanity,0.0,0
530,Tu Hai Mera Sunday,Milind Dhaimade,Barun Sobti & Vishal Malhotra,413771.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt4990516,hi,Five friends struggle to find a place to play football in Mumbai.,2.9,/bCiLhBpJfqSAfHsjhUItxOZqcsi.jpg,2016-10-15,119,You Are My Sunday,7.0,7
531,Chef,Raja Krishna Menon,"Saif Ali Khan, Padmapriya Janakiraman & Dhanish Karthik",471972.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt5745450,hi,"Roshan Kalra is a three-star Michelin chef who gets fired from New York's Gulli restaurant after he punches a customer. Forced to take a break, he flies to Kochi to spend time with his son, Armaan and his estranged wife Radha Menon. It's a fruitful trip because he manages to mend broken family ties. In a bid to help him get his mojo back, his wife suggests he put up his own food truck and begin afresh.",3.804,/6GHPvxiy0Y7hnumdNubwsGqHTc1.jpg,2017-10-06,133,Chef,5.2,25
532,Ranchi Diaries,Sattwik Mohanty,"Jimmy Sheirgill, Taaha Shah & Himansh Kohli",471969.0,"[{'id': 18, 'name': 'Drama'}]",tt7154994,hi,"An aspiring model Gudiya from a small town 'Ranchi' wishes to make it big in the industry, but ends up capturing the unwanted attention of a mafia leader which forces her to run away for survival with her childhood lover Manish. The following set of events pushes them to plan for an amateur bank heist with her gang of friends that goes terribly wrong.",1.596,/6BfsE9PbkEHTCQx5pa5URHE8TY6.jpg,2017-10-13,96,Ranchi Diaries,0.0,0
533,Secret Superstar,Advait Chandan,"Zaira Wasim, Meher Vij & Aamir Khan",441889.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt6108090,hi,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,7.364,/fkTeziNtc0uwE899uI1hlMOEdZL.jpg,2017-10-19,150,Secret Superstar,7.4,140
534,Golmaal Again,Rohit Shetty,"Ajay Devgn, Parineeti Chopra, Tabu, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Kunal Khemu, Prakash Raj, Rohit KaduDeshmukh and Neil Nitin Mukesh",472123.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",tt1806913,hi,"Gopal and his best friends are back again, and this time they move back to their old neighborhood in a new palatial house where they learn that it is being haunted by a ghost.",4.857,/kGx26PL1v658T8XbOk5MfmNpHU3.jpg,2017-10-20,151,Golmaal Again,5.6,73
535,Jia aur Jia,Howard Rosemeyer,"Kalki Koechlin, Richa Chaddha",467911.0,"[{'id': 18, 'name': 'Drama'}]",tt3338188,hi,"A story about two starkly different women that share the same name. Together, they embark on a life-changing journey heading towards the same fate.",0.6,/daKZ9wiEhuAGZ9czRcsBwi3LifK.jpg,2017-10-27,93,Jia aur Jia,0.0,0
536,Rukh,Atanu Mukherjee,"Manoj Bajpayee, Smita Tambe, Kumud Mishra, Adarsh Gourav",479192.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",tt7341406,hi,"Away from home in a boarding school, 18-year-old Dhruv is ignorant about the ongoing crisis in his family. His life takes an unexpected turn as he gets the news of his father’s death in a car accident. As he copes with the tragedy, hidden truths begin to unravel. Even as his mother Nandini struggles to shield him, Dhruv starts looking for answers. Was his father's death an accident or a premeditated murder? The search leads to a series of unexpected revelations, as he discovers the shades of his father’s personality he had never seen before.",1.166,/br9AJAvfwDx3CONiBROWNXGiZmd.jpg,2017-10-27,106,Rukh,5.6,6
537,Ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha & Akshaye Khanna",166874.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0064506,hi,"Taking place almost entirely over the course of one stormy night, a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home.",1.446,/oBDwBk0Hxp3LXvLLTPRfp2mtXkH.jpg,1969-10-04,104,Ittefaq,6.1,7
538,Ribbon,Rakhee Sandilya,"Kalki Koechlin, Sumeet Vyas, Hitesh Malhan",479476.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt6997642,hi,A young working urban couple is overwhelmed with the birth of a baby girl but parenthood has its own challenges.,0.617,/vM2QwFlzNP3e3OY4NDmUu2JfjkZ.jpg,2017-11-03,106,Ribbon,6.9,6
539,Shaadi Mein Zaroor Aana,Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda",480810.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt7469726,hi,"Satyendra aka Sattu and Aarti meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage, an unexpected turn of events turns their world upside down. Set in the backdrop of India's civil services, Shaadi Mein Zaroor Aana explores the challenges that Satyendra and Aarti face as a middle-class couple in India.",4.326,/hSpzMrohhzT7EQcvMIpXizP2hx4.jpg,2017-11-10,137,Shaadi Mein Zaroor Aana,7.1,60
540,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Brijendra Kala",479918.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt7399470,hi,"Yogi and Jaya, who have polar opposite personalities and sensibilities, meet via an online dating app. This encounter turns into so much more when the two travel to Rishikesh.",3.997,/yKEKZ0uTpKm743xsPOuhrfTBLL2.jpg,2017-11-10,125,Qarib Qarib Singlle,7.0,43
541,Aksar 2,Ananth Narayan Mahadevan,"Zareen Khan, Gautam Rode, Abhinav Shukla, Mohit Madaan",473014.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt5784860,hi,A love triangle where everybody is blackmailing the other two gets a nasty upset when one of them is suddenly found murdered.,1.558,/oP4gNU5F2Q40dU2LjXKVkvM3OVi.jpg,2017-11-17,117,Aksar 2,5.0,3
542,Panchlait,Prem Prakash Modi,"Amitosh Nagpal, Anuradha Mukherjee & Yashpal Sharma",496367.0,"[{'id': 18, 'name': 'Drama'}]",tt7571718,hi,"Set in either the 1950s or 1960s, Panchlait tells the story of a small village in North India that still has no electricity and its people live in darkness, engrossed in its own little sorrows and joys. Godhan, who belongs to the Mahato Tola of the village, is outcast from the village after he refuses to pay any part of his inheritance to the village and is falsely accused by Munri's mother for singing inappropriate Hindi songs for Munri. However, the day that the tola decides to celebrate by bringing in their own panchlight, the sarpanch realizes that no one from the tola apart from Godhan knows how to light the petromax. Keeping aside his ego, the Sarpanch annuls Gordhan's punishment and sends a word for him, who finally becomes a part of the tola and also helps the village in being lit up, becoming the hero in everyone's eyes.",0.6,/axpMEEWLUl590lDntjLuh4hGhqt.jpg,2017-11-17,120,Panchlait,0.0,0
543,Tumhari Sulu,Suresh Triveni,Vidya Balan & Manav Kaul,460844.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt6791730,hi,"A happy-go-lucky Mumbai suburban housewife Sulochana, fondly known as Sulu, lands the role of a night RJ, resulting in drastic changes to her routine life.",2.847,/jzj55F023h1jR2xmUjsZUqegZm6.jpg,2017-11-17,140,Tumhari Sulu,6.5,36
544,Dil Jo Na Keh Saka,Naresh Lalwani,"Himansh Kohli, Priya Banerjee",496372.0,"[{'id': 10749, 'name': 'Romance'}]",tt7585620,hi,"Starring Himansh Kohli and Priya Banerjee, a romantic drama that follows the story of two childhood friends who end up going separate ways to follow their dreams. Eventually, they return to their hometown where they chance across each other and soon discover that there is more to their relationship than just friendship.",0.6,/6cCDyozwYILUi6HTJKzQQjCJtZl.jpg,2017-11-17,110,Dil Jo Na Keh Saka,0.0,0
