,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
798,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sidharth Shukla",276928.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt3678938,hi,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",7.503,/kiqZEW6ZmFducXGeikKI5WcQZEI.jpg,2014-07-11,133,Humpty Sharma Ki Dulhania,6.4,89
799,Hate Story 2,Vishal Pandya,"Surveen Chawla, Sushant Singh, Jay Bhanushali, Siddharth Kher, Rajesh Khera",282346.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt3619772,hi,A young photographer from Mumbai uses her mind to play games with a prominent Hindu rightist leader.,6.636,/y5fg6O5ttxvh2wkMY1fUchLfZSL.jpg,2014-07-18,130,Hate Story 2,4.4,26
800,Bazaar-E-Husn,Ajay Mehra,"Om Puri, Reshmi Ghosh, Yashpal Sharma, Jeet Goshwami",713215.0,[],tt3854246,hi,"Bazaar-e-Husn is a film based on Munshi Premchand's novel Bazaar E Husn. The story revolves around Suman, a courtesan. Brought up by an honest Police Inspector, Suman's life goes through all kinds of turmoil. From being harassed for dowry to becoming a victim of domestic abuse, Suman suffers a lot but at the end rises like a phoenix. How did a simpleton like Suman end up as a courtesan? How does she break free from all the difficulties in her life? Bazaar-e-Husn answers all these questions and more beautifully.",0.6,/ikNVmen967j6eAOWKyH30wCyv8X.jpg,2014-07-18,0,Bazaar E Husn,0.0,0
801,Riyasat,Ashok Tyagi,"Rajesh Khanna, Aryaman Ramsay, Aryan Vaid, Raja Murad, Vishwajeet Pradhan",495599.0,"[{'id': 80, 'name': 'Crime'}]",tt2283894,hi,"Riyasat is a story about the much loved Sahab played by the late Rajesh Khanna. Sahab has ruled for many years and has established his kingdom. People look up to him for everything. He has truly been the Godfather of the people of the city. But then, few people enter the city with malicious intent which Sahab is aware of. Obviously, Sahab protects his kingdom from evil eyes and thus starts a war which changes Saheb's life forever. Will Sahab protect his kingdom? Will Sahab win over the evils and emerge as a winner?",0.6,/19qeZ3pcqoqAMCuMUlzhQCsSbXl.jpg,2014-07-18,80,Riyasat,0.0,0
802,Amit Sahni Ki List,Ajay Bhuyan,"Vir Das, Vega Tamotia, Anindita Nayar, Kavi Shastri",283311.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt3822600,hi,"Amit Sahni is a young and quirky investment banker, who is searching for the woman of his dreams, correction- the woman of his LIST. After a painful break-up during his teenage days, Amit has noted down all the traits that he is looking for in the perfect woman or Miss Right and every time he goes out on a date, he secretly checks to see if his date matches to the list.",0.6,/vDKO5w1VCnwE2ZHaEZUbZZSAIPE.jpg,2014-07-18,110,Amit Sahni Ki List,6.0,1
803,Pizza,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Dipannita Sharma",282353.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt3794302,hi,"'Pizza' is a supernatural thriller - it is the story of Kunal,a pizza delivery boy who works at a small pizza joint in Mumbai. The staff working at the Pizza joint are his only friends and his wife Nikita, is someone whom he trusts and enjoys spending time with.  His life is limited to delivering pizzas across the city .Kunal is a non believer in the occult - whether ghosts or the afterlife. Life is a series of regular uneventful days, until one day a pizza delivery goes wrong. Kunal delivers to a couple at a House and this encounter changes his life around for the worse. The experiences in the haunted house makes Kunal realize there are supernatural powers in existence... and to make matters worse, when he finally escapes from the house, his wife Nikita goes missing. 'Pizza' is a horror film, with a twist.",1.992,/tc3hGqACSTNCC45YsB5uHdXSiNd.jpg,2014-07-18,107,Pizza,4.7,9
804,Kick,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda",280690.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt2372222,hi,"An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",10.671,/muRGQIGFcHTyHimE2ru6RSjD8D6.jpg,2014-07-25,146,Kick,5.8,122
805,Entertainment,Sajid-Farhad,"Akshay Kumar, Tamannaah Bhatia, Prakash Raj, Sonu Sood, Mithun Chakraborty",278347.0,"[{'id': 35, 'name': 'Comedy'}]",tt2978626,hi,"Akhil (Akshay Kumar) finds out that he is the heir of 3000 crore rupees as he and his mother were abandoned by his diamond baron father (Panna Laal Johari) who is now dead. However, his life goes Topsy-turvy when he learns that the empire goes to entertainment (a dog).",3.343,/wn3VkQgCFkW731TRNa30DL6CSdg.jpg,2014-08-08,140,It's Entertainment,5.1,49
806,Singham Returns,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Amol Gupte, Anupam Kher",285803.0,"[{'id': 28, 'name': 'Action'}]",tt2309764,hi,"Singham Returns is an Indian action film directed by Rohit Shetty and produced by Reliance Entertainment. The sequel to the 2011 film Singham, actor Ajay Devgn reprises his role from the previous film, as well as co-producing the project, while Kareena Kapoor Khan plays the female lead.",6.595,/k8CDjZLYG8bCIuXWAg4gukxf0BE.jpg,2014-08-15,142,Singham Returns,6.1,73
807,Mad About Dance,Saahil Prem,"Saahil Prem, Amrit Maghera",339796.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",tt3814100,hi,"Essentially a dance film, it focuses on the youth, their dreams, anxieties, disappointments and hopes for their future. The film is based in the quaint and beautiful university town of Sheffield and brings to light the stories of Asian students who leave their home and country and go to study abroad…Their struggles, their heartbreaks, their trials and triumphs…",0.905,/5AzQTuwzYsXQJBicL2gCnWfutzP.jpg,2014-08-22,145,Mad About Dance,4.5,2
808,Mardaani,Pradeep Sarkar,"Rani Mukerji, Tahir Raj Bhasin, Jisshu Sengupta",287767.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt3495000,hi,A Mumbai police officer's search for a missing teenage girl leads her to the depraved world of child trafficking. What follows is a cat-and-mouse game between the officer and a ruthless mafia kingpin.,5.99,/mI77x6LZ9IHpHjTjvgNeC4Uxfsa.jpg,2014-08-22,113,Mardaani,6.6,80
809,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malick, Paresh Rawal, Deepak Tijori, Kay Kay Menon",287859.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",tt3483712,hi,"Based on the story of a notorious real-life con man, this twisty Bollywood thriller revolves around cunning fraudster Raja Natwarlal, who pulls off a series of two-bit scams in Mumbai on his way to a big swindle. A small-time con man wants to get into the big leagues and take on a Goliath in the world of scams.",3.512,/g9VRy4pTVr6akx5zXJC9H8YJ0ZY.jpg,2014-08-29,141,Raja Natwarlal,6.5,22
810,Mary Kom,Omung Kumar,"Priyanka Chopra, Minakkshi Kalitaa, Zachary Coffin",284288.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt3001638,hi,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,7.676,/eI1rxHzxO2sWeeBMvr42buetYnd.jpg,2014-09-05,122,Mary Kom,7.0,83
811,Daawat-e-Ishq,Habib Faisal,"Aditya Roy Kapur, Parineeti Chopra, Anupam Kher",291154.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt3398052,hi,A deliciously romantic coming together of Gulrez “Gullu” Qadir a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Tariq “Taru” Haidar a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs.,3.74,/nIDcWsxYJTGVGkQ41fkaluvT3fZ.jpg,2014-09-05,118,Daawat-e-Ishq,6.9,46
812,Khoobsurat,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak, Aamir Raza Hussain",71257.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt0220597,hi,"Sanju (Sanjay Dutt) a con-man and petty thief, gets in the bad books of Jogia Seth (Paresh Rawal) and ends up owing him money, which he does not have. In order to get money, Sanju decides to pose as a member of the Shastri family, so that he can gain their confidence and help himself to their wealth. But fate has something else in store for Sanju.",1.725,/mS6Srh8CcF5okUpYuBPIz6k1hmV.jpg,1999-11-06,153,Khoobsurat,4.9,11
813,3 A.M.,Vishal Mahadkar,"Rannvijay Singh, Anindita Nayar, Salil Acharya, Kavin Dave",298787.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt3720634,hi,"3 A.M. is a 2014 Hindi musical horror directed by Vishal Mahadkar, the film stars Rannvijay Singh, Anindita Nayar, Salil Acharya and Kavin Dave in lead roles.Amit sahani is an investment banker, single and ready to mingle. Mala is a free spirit who takes life as it comes.",0.806,/2MGWL78OTpkqTwChJ24QQ4sHKmE.jpg,2014-09-26,0,3 A.M,3.8,6
814,Chaarfutiya Chhokare,Manish Harishankar,"Soha Ali Khan, Seema Biswas, Zakir Hussain",307211.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt3021244,hi,"Neha comes to a small village in Bihar, India to construct a school building, for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know that the three boys who guided her to the school building are hardcore criminals and have been involved in several murders. Faces of all three in their adolescence, get etched in Neha's mind. With the news of the Rupees twenty million fund coming to the village spreads, politics of greed germinates. Paras, a contractor, lure the five school trust members and promises them to redo their houses if they help him construct the school. The trustee members agree but before they can proceed, Lakhan who has a strong foothold over the village hires the three boys to kill Paras. They kill Paras and the tender goes to Lakhan. Neha meets Janki, mother of one of the boys and is shocked to know about the circumstances that led the three boys to crimes.",0.602,/t13oj6GWTcUhVhzkUlzR1m2yBKk.jpg,2014-09-26,119,Chaarfutiya Chhokare,0.0,0
815,Desi Kattey,Anand Kumar,"Suniel Shetty, Akhil Kapur, Jay Bhanushali, Sasha Agha, Tia Bajpai",295350.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt3877652,hi,"Desi Kattey is the story of two orphans who grow up in a remote village, making country guns to earn their livelihood. The film traces their journey, as they go on to become national level shooters.Desi Kattey is based in a small village of the Kanpur District of Uttar Pradesh, Mungera, which is famous for its geographical location i.e. at the shore of Holy river Ganga and manufacturing cum production of the country made guns, this story is about two young kids Pali and Gyani. Pali and Gyani alike other orphan kids with no support system work as a labor in one of such country made gun manufacturing factory for their survival.",0.888,/jneARHyP4imMcrXQgsrbfkrnRQa.jpg,2014-09-26,139,Desi Kattey,6.0,1
816,Balwinder Singh Famous Ho Gaya,Sunil Agnihotri,"Mika Singh, Shaan, Gabriela Bertante",295615.0,[],tt4087770,hi,A Hindi Movie.,1.102,/oDcDjHXJtduxpTXjDdchPCNq92o.jpg,2014-09-30,0,Balwinder Singh Famous Ho Gaya,0.0,0
817,Bang Bang!,Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Jaaved Jaaferi, Jimmy Shergill, Danny Denzongpa",283589.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2905838,hi,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",12.204,/6ukTOJ3VNqrR0un8nolKoIlgn1V.jpg,2014-10-02,153,Bang Bang!,6.1,173
818,Haider,Vishal Bhardwaj,"Shahid Kapoor, Tabu, Kay Kay Menon, Shraddha Kapoor, Irrfan Khan",280795.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt3390572,hi,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,7.455,/lOCotkHPODWdsRDMoLbSdLdVT3L.jpg,2014-10-02,150,Haider,7.2,198
819,Spark,V. K. Singh,"Rajniesh Duggal, Mansha Bahl, Subhashree Ganguly",548402.0,"[{'id': 28, 'name': 'Action'}]",tt3893476,hi,"The story is about a local Indian lad Arjun (Rajneesh Duggal) who falls in love with Anupama (Shubhashree Ganguly) while he is studying in Germany. They soon become passionate lovers willing to die for each other. But life takes a twist. Years ago, something happened in India, something incomplete was left behind, a game of deceit, which couldn't be completed without him. The Masters of the game (Govind Namdeo and Ashutosh Rana) play their game and bring him back to where it all started. Arjun finds himself in between the family feud and thinks that he is the 'Jack of the Game' but he is trapped and baffled. His every move was worked upon by the Masters and now he must rise above all to find his true love and uncover the truth behind all the hatred and enmity.",0.6,/jcKO04bBOz8Fazv1zP6Jjf615vM.jpg,2014-10-10,0,Spark,0.0,0
820,Ekkees Toppon Ki Salaami,Ravindra Gautam,"Anupam Kher, Neha Dhupia, Divyendu Sharma, Manu Rishi, Aditi Sharma",298315.0,[],tt3847072,hi,Two sons set out to get their father what he dreamt of all through his life the ultimate sign of respect.,1.4,/rdWQT1z4iwYz3epigTjyFMekjMJ.jpg,2014-10-10,0,Ekkees Toppon Ki Salaami,5.2,4
821,Tamanchey,Navneet Behal,"Nikhil Dwivedi, Richa Chadda",298157.0,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",tt2317135,hi,"An aggressive, passionate acidic love story between two criminals whilst on the run from the law.",0.6,/fxFdGYqNlcuWR8Bc1WB4yYz8R15.jpg,2014-10-10,113,Tamanchey,3.5,4
822,Mumbai 125 KM,Hemant Madhukar,"Veena Malik, Karanvir Bohra, Vedita Pratap Singh, Aparna Bajpai",341368.0,"[{'id': 27, 'name': 'Horror'}]",tt2691010,hi,"On their way to a New Year's Eve party in Mumbai, a group of five friends encounter supernatural occurrences on a highway, 125 kilometres outside the city.",1.185,/A1HwHUsXmKKtOk7zekN2a1EMaV2.jpg,2014-10-17,100,Mumbai 125 KM,3.3,3
823,Sonali Cable,Charudutt Acharya,"Rhea Chakraborty, Ali Fazal, Raghav Juyal, Anupam Kher, Smita Jaykar",297809.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2871010,hi,"Sonali, a spunky self-made internet operator, proudly runs a small outfit along with her band of ghetto boys catering to a sprawling Mumbai suburb. Complications arise when Sonali's childhood sweetheart, Raghu returns from the United States and helps bring her small enterprise into the 21st century. But not all forces of modernization are as kind and as loving as Raghu. SHINING INC, a huge corporation wants her out to complete their monopoly of Shining Broadband in the city. Sonali refuses... and it's war! This is a character driven, edgy survival drama of an ordinary girl, a sizzling love interest and her rag-tag family of internet cable technicians for whom Sonali Cable Centre is more than a livelihood... it's their home.",2.528,/p8EEIAO7PY41LFLsOjelQXLzHzb.jpg,2014-10-17,127,Sonali Cable,5.7,6
824,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah, Jackie Shroff",277432.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt2461132,hi,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,9.36,/irK5WgHuNKfuyKhUDOGD6HG7LCY.jpg,2014-10-24,180,Happy New Year,6.1,215
825,Fireflies,Sabal Singh Sheikhawat,"Rahul Khanna, Monica Dogra, Arjun Mathur, Shivani Ghai, Aadya Bedi",495603.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt2375666,hi,"Fireflies come out in the night, just to light up the darkness. They live as long as the glow lasts. Even if it is a lifetime, being lived in a day. FIREFLIES is the story of two estranged brothers, Shiv and Rana. Living disparate lives, sometimes illuminated by unexpected intimacies and newfound hope, the brothers still remain shackled to the darkness of their past. Haunting memories of a tragic incident must be resolved before they can be brothers again.",0.6,/kIt2RSJsd8DvEDgcDCEd2TISMVF.jpg,2014-10-31,100,Fireflies,7.0,1
826,Roar: Tigers of the Sundarbans,Kamal Sadanah,"Abhinav Shukla, Varinder Singh Ghuman, Himarsha Venkatsamy, Achint Kaur, Nora Fatehi",298923.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt3796006,hi,"After his photojournalist brother gets killed by a white tigress in the jungles of the Sundarbans, Pandit and his team of commandos enter the prohibited core area of the forest to avenge his death.",0.84,/3x3QKhTVoxaNWplR2MPXzSGSzB9.jpg,2014-10-31,123,Roar,5.4,5
827,Super Nani,Indra Kumar,"Rekha, Sharman Joshi, Randhir Kapoor, Shweta Kumar",299692.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt2630076,hi,"The movie revolves around how an Indian woman, Bharti, who sacrifices her life for her children and husband, and yet they do not value her or her sacrifices, and they all maltreat her. Then tables turn when her grandson, Mann comes to her rescue. He gets her modeling assignments which makes her more successful than any of the family members, including her husband. Even after so much success she misses the love and affection of family members. Mann suggests her to teach everyone in the house a lesson so that they start to value her. The movie has a happy end where she reunites with her family and they learn to respect her and value the efforts she makes for keeping them happy. The moral of the movie is importance of your mother and what all she does for you. Respecting her and valuing her efforts.",2.335,/jpYoXymC50WxvqhZunSPdpp6njA.jpg,2014-10-31,133,Super Nani,7.2,6
828,Rang Rasiya,Ketan Mehta,"Randeep Hooda, Nandana Sen, Paresh Rawal, Ashish Vidyarthi, Sachin Khedekar",302431.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt1239276,hi,A look a the life of 19th century Indian painter Raja Ravi Varma.,4.537,/e2ypUUowSJvGjoHAfJXtuFpvTmq.jpg,2014-11-07,132,Rang Rasiya,6.2,18
829,The Shaukeens,Abhishek Sharma,"Akshay Kumar, Anupam Kher, Annu Kapoor, Lisa Haydon, Piyush Mishra",297019.0,"[{'id': 35, 'name': 'Comedy'}]",tt3848888,hi,Three friends in their 60s try to do everything that they couldn't do in their younger days - before death arrives.,1.978,/hAAzlXKdYtheXSVrWQKTQ6Dy0oR.jpg,2014-11-07,124,The Shaukeens,4.7,17
830,6 – 5 = 2,Bharat Jain,"Prashanth Gupta, Niharica Raizada, Ashruth Jain, Gaurav Kothari, Disha Kapoor",485510.0,"[{'id': 27, 'name': 'Horror'}]",tt5162476,hi,The film tells the story of six friends whose mountain trek goes awfully wrong. They encounter bizarre incidents during their mountain trek. These incidents are recorded in a video recorder. The story is presented as they discovered video recording left behind by characters who have died or gone missing,1.4,/pELymvYJ5deuhhnCTYxRgtaxv2L.jpg,2014-11-14,102,6-5=2,3.3,8
831,Kill Dil,Shaad Ali,"Ranveer Singh, Parineeti Chopra, Ali Zafar, Govinda",296690.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt3380264,hi,"Once upon a time in North India, two killers – Dev and Tutu - roamed free. Abandoned when young and vulnerable, Bhaiyaji gave them shelter and nurtured them to kill! All is normal in their lives until destiny throws free-spirited Disha into the mix. What follows is a game of defiance, deception and love.",5.115,/rs93Rh0oeJ4eYCpfn0GvkrtpSbQ.jpg,2014-11-13,127,Kill Dil,5.3,36
832,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Kunaal Roy Kapur, Shobhit Rana, Dimple Kapadia, Deepak Tijori",309138.0,[],tt4219300,hi,Two innocent brothers are assigned a mission by a terrorist to detonate a bomb.,1.363,/kYfq6CssVPDL3SAoVWHrzViUG2E.jpg,2014-11-21,112,Gollu Aur Pappu,4.7,3
833,Happy Ending,Raj Nidimoru and Krishna DK,"Saif Ali Khan, Ileana D'Cruz, Govinda, Ranvir Shorey, Kalki Koechlin",303281.0,"[{'id': 35, 'name': 'Comedy'}]",tt3017412,hi,Yudi’s happy life is about to encounter a speed breaker-his BMW gets towed away and his dues have started piling up. He’s run out of money and luck! To make matters worse-his supposed ex-girlfriend isn’t really his ex.,3.579,/sSHhlukG0bNhmlQMjPtXhBythDE.jpg,2014-11-21,135,Happy Ending,5.5,29
834,Titoo MBA,Amit Vats,"Nishant Dahiya, Pragya Jaiswal, Abhishek Kumar",309807.0,[],tt3309844,hi,"A small town stud dreams of hitting the big time and making some big money. He tries out various schemes until he hits the jackpot as a gigolo, living a sort of double life that he keeps hidden from his wife.",1.055,/s7CgzYr19gGgkeDJnlrnFroHmUM.jpg,2014-11-21,111,Titoo MBA,5.7,3
835,Ungli,Rensil D'Silva,"Sanjay Dutt, Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Neha Dhupia, Neil Bhoopalam, Angad Bedi, Arunoday Singh",303904.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2392447,hi,"When a corrupt judicial system lets a drunken driver off scott-free, four gym friends become vigilantes to avenge the death of their trainer.",4.208,/vZyn4wtVtRpWq4n9J2QRmTcwRJh.jpg,2014-11-28,114,Ungli,5.6,25
836,Zed Plus,Chandraprakash Dwivedi,"Adil Hussain, Mona Singh, Mukesh Tiwari, Sanjay Mishra, Kulbhushan Kharbanda, Rahul Singh, Shivani Tanksale, K K Raina, Ekavali Khanna, Anil Rastogi",309867.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt4190220,hi,"Aslam (Adil Hussain), a villager who runs a small business, accidentally meets the prime minister of India, who grants him special security on his request. Soon, he starts chasing political ambitions.",0.6,/9Wwxd1k4MXWIAFr9TrS2do8vdom.jpg,2014-11-28,131,Zed Plus,8.0,2
837,Zid,Vivek Agnihotri,"Karanvir Sharma, Mannara Chopra, Shraddha Das",310123.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt4228746,hi,"A journalist, who is still in love with his ex-girlfriend, becomes the obsession of his landlord's daughter.",2.906,/wRh3OeUmzouuqkBymWh4WSuWFkL.jpg,2014-11-28,128,Zid,4.5,6
838,Action Jackson,Prabhu Deva,"Ajay Devgn, Sonakshi Sinha, Yami Gautam, Manasvi Mamgai, Kunaal Roy Kapur",308165.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0403935,hi,"A man meets his lookalike, who's not just a killer of evil, but also a kind hearted man. Together, they team up to fight against a dreaded gangster.",1.8,/3cVmG3G4YezZNLlJ4RuyE3MgKkE.jpg,2014-12-05,144,Action Jackson,4.3,25
839,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Panditt, Piaa Bajpai",307583.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt4045666,hi,"Pia, a typical “Mumbai” girl, makes her first ever day trip to Delhi and agrees to meet a possible match for marriage on her mother’s insistence. She lands in Delhi determined to reject the guy after meeting him because after all he’s from “Delhi”. However, as it turns out she loses her phone while fighting with an auto driver and meets Goli Kohli, a witty “Delhi” boy who grudgingly agrees to help her. One thing leads to another and they end up spending the entire day together. They fight, they argue, they laugh and share a lifetime of emotions in one day. When they meet in the morning they are strangers with strong biases about Mumbai & Delhi, when they part in the evening, the biases have turned into affection for each other’s quirks and finally, love.",1.988,/cJo7zXrb7L4mrDPGaREE6ze8DkO.jpg,2014-12-05,120,Mumbai Delhi Mumbai,6.3,5
840,Sulemani Keeda,Amit Masurkar,"Naveen Kasturia, Mayank Tewari, Aditi Vasudev",264206.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt2679480,hi,"In this slacker bro-mantic comedy, writing partners Dulal and Mainak dream of shaking up the Bollywood film industry with their script “Sulemani Keeda” (Hindi street slang for “Pain in the Ass”). When they’re not being rejected by producers who refuse to read their script, they lurk around bookstores and poetry slams shamelessly hitting on girls. They find some hope when the drug addled, cat-obsessed Gonzo Kapoor, the son of a famous B movie producer, hires them to write an art house film billed as “Tarkovsky with orgies” for his directorial debut. All seems well until Dulal meets Ruma, a beautiful photographer who makes him question his choice to sell out.",0.805,/ihQRKI6vhPJ8km95GgE92dyX8BK.jpg,2014-09-30,89,Sulemani Keeda,7.0,7
841,Main Aur Mr. Riight,Adeeb Rais,"Varun Khandelwal, Danny Saru, Shenaz Treasuryvala, Barun Sobti, Kavi Shastri, Maia Sethna, Anagha Mane, Neha Gosain",309158.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt2216852,hi,"As the title speaks for itself, the film is abut finding 'the Mr. Right'. But does one really exist? A slice of life, romantic comedy that talks about love. Relationships and singlehood. It's a story of 8 friends from different fields living their individual and successful lives. The story sails through each and everyone's life of which the major plot being that of Aliya & Sukhi.",0.6,/cZJnP31tcQtaeL3JQenQx2m36pt.jpg,2014-12-12,130,Main Aur Mr. Riight,4.7,3
842,Objection My God,Amit Khan,"Makrand Deshpande, Sanjay Mishra, Rajesh Khattar, Zarina Wahab",1025521.0,[],tt7794010,hi,"Amar joshi somehow manages to get an out-of-the-world opportunity to question God, about his wondrous ways of work. Why does he discriminate between his creations? Why do some people struggle more than others? The story intends to surprise the audience with its unique plot.",0.6,/k4uAKMmblpUFy0A3Wl02WczW6LQ.jpg,2018-03-30,0,Objection My God,0.0,0
843,Room – The Mystery,Faizal Khan,"Atif Jamil, Ibra Khan, Roselyn Dsouza, Eshu Gambhir, Himir Gandhi, Rohit Juneja, Shashwita Sharma",351394.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt4865622,hi,"Room - The Mystery is a story about Kunal and his friends who meet with an accident grievously injuring a woman and a child, while driving under the influence of alcohol. The woman then returns as a ghost to take revenge from all those who were responsible for her and her children's death.",0.6,/t38ejQpnAADg1CV1nffAoHCLbvm.jpg,2015-03-13,88,Room: The Mystery,3.0,1
844,PK,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Ranbir Kapoor, Parikshit Sahni, Sushant Singh Rajput, Sanjay Dutt, Boman Irani, Saurabh Shukla",297222.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",tt2338151,hi,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",12.692,/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg,2014-12-18,153,PK,7.7,854
845,Ugly,Anurag Kashyap,"Abir Goswami, Girish Kulkarni, Madhavi Singh, Ronit Roy, Anshikaa Shrivastava, Rahul Bhat, Tejaswini Kolhapure, Sandesh Jadhav",191726.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",tt2882328,hi,"A team of the best cops in Mumbai is dispatched to find a girl who has gone missing from her father's car. As the hunt for the kidnapper begins, fingers suspiciously point to closer home.",13.061,/7hsSumOuh6OO7PgsH7A58I46j8.jpg,2013-05-17,128,Ugly,6.9,98
